year,doi_rate
2007,0.1600644122383253
2008,0.8320425943852856
2009,0.9256089532587228
2010,0.7318435754189944
2011,0.6222910216718266
2012,0.6556291390728477
2013,0.6829268292682927
2014,0.8220338983050848
2015,0.9537953795379538
2016,0.8055555555555556
2017,0.8043478260869565
2018,0.5357142857142857
2019,0.6821705426356589
2020,0.8888888888888888
2021,0.5714285714285714
2022,0.5714285714285714
2023,0.5555555555555556
2024,0.42857142857142855
2025,0.5555555555555556
