year,doi_rate
2007,0.15261109309114498
2008,0.8226691042047533
2009,0.9292878635907723
2010,0.710562414266118
2011,0.5994397759103641
2012,0.6381322957198443
2013,0.6900584795321637
2014,0.8223938223938224
2015,0.9454191033138402
2016,0.7627118644067796
2017,0.8529411764705882
2018,0.5833333333333334
2019,0.6
2020,0.8461538461538461
2021,0.5862068965517241
2022,0.6538461538461539
2023,0.6875
2024,0.5833333333333334
2025,0.4375
