year,doi_rate
2007,0.1433920704845815
2008,0.7905751500073175
2009,0.9144159164165833
2010,0.6788389513108615
2011,0.5767350928641252
2012,0.6222760290556901
2013,0.6753731343283582
2014,0.8206388206388207
2015,0.9374167776298269
2016,0.7630853994490359
2017,0.806060606060606
2018,0.6271186440677966
2019,0.5539772727272727
2020,0.8596491228070176
2021,0.5555555555555556
2022,0.6470588235294118
2023,0.6774193548387096
2024,0.6
2025,0.4782608695652174
