year,doi_rate
2007,0.12523316940817364
2008,0.7815761448349308
2009,0.9115134083410878
2010,0.6736770691994572
2011,0.5046357615894039
2012,0.6166666666666667
2013,0.6833333333333333
2014,0.8211091234347049
2015,0.9321862348178138
2016,0.7761194029850746
2017,0.8250950570342205
2018,0.6419753086419753
2019,0.5574837310195228
2020,0.8095238095238095
2021,0.5471698113207547
2022,0.6086956521739131
2023,0.7142857142857143
2024,0.5
2025,0.5
