author,cat_earliest,cat_latest
 M. K. Olsen,quant-ph,cond-mat.other
 M. Kanevski,physics.data-an,q-fin.ST
 M. Kato,hep-ex,nucl-ex
 M. Khodas,cond-mat.other,cond-mat.stat-mech
 M. Kim,astro-ph,cond-mat.str-el
 M. Kimura,math.NA,nlin.PS
 M. Kira,quant-ph,cond-mat.dis-nn
 M. Kirchbach,quant-ph,hep-ph
 M. Kirsch,astro-ph,physics.data-an
 M. Knupfer,cond-mat.mtrl-sci,cond-mat.supr-con
 M. Konrad,nucl-ex,hep-ph
 M. Korkusinski,cond-mat.mes-hall,cond-mat.str-el
 M. Kostur,cond-mat.stat-mech,cond-mat.supr-con
 M. Kostylev,nlin.PS,cond-mat.mtrl-sci
 M. Kramer,astro-ph,hep-ph
 M. Kreuz,quant-ph,hep-ph
 M. Krusius,cond-mat.soft,cond-mat.stat-mech
 M. Kuster,physics.ins-det,hep-ex
 M. L. Chiofalo,cond-mat.str-el,physics.atom-ph
 M. L. Glasser,math-ph,cond-mat.stat-mech
 M. L. Ion,hep-ph,nucl-th
 M. Lang,nucl-ex,cond-mat.stat-mech
 M. Lazar,nucl-ex,physics.plasm-ph
 M. Lebental,physics.optics,nlin.CD
 M. Leino,physics.chem-ph,nucl-ex
 M. Lestinsky,physics.atom-ph,astro-ph
 M. Lewandowska,physics.ins-det,astro-ph
 M. Lombardi,astro-ph,quant-ph
 M. M. Koza,cond-mat.dis-nn,cond-mat.str-el
 M. M. Telo da Gama,q-bio.PE,q-bio.BM
 M. M. Turnbull,cond-mat.str-el,cond-mat.other
 M. Maignan,physics.data-an,q-fin.ST
 M. Mansson,cond-mat.str-el,cond-mat.supr-con
 M. Marinaro,cond-mat.mes-hall,cond-mat.mtrl-sci
 M. Matsuura,cond-mat.str-el,astro-ph
 M. Meise,math.ST,stat.ME
 M. Mezzetto,physics.ins-det,hep-ph
 M. Mondin,cs.IT,cs.NI
 M. Montero Diez,physics.ins-det,physics.gen-ph
 M. Mori,astro-ph,physics.plasm-ph
 M. Motsch,physics.optics,physics.chem-ph
 M. Moulson,hep-ex,physics.ins-det
 M. Muñoz,cond-mat.supr-con,cond-mat.mes-hall
 M. N. Chernodub,cond-mat.str-el,hep-ph
 M. Nakamura,physics.ins-det,cond-mat.str-el
 M. Napolitano,hep-ex,physics.ins-det
 M. Nohara,cond-mat.str-el,cond-mat.supr-con
 M. Nowakowski,gr-qc,nucl-th
 M. O. Oktel,cond-mat.other,cond-mat.mes-hall
 M. Oda,cond-mat.str-el,cond-mat.supr-con
 M. Ogren,cond-mat.other,physics.atom-ph
 M. Okawa,cond-mat.supr-con,hep-lat
 M. Okumura,cond-mat.str-el,cond-mat.other
 M. Omerbashich,q-bio.PE,physics.gen-ph
 M. Ono,physics.ins-det,cond-mat.supr-con
 M. Oogane,cond-mat.mtrl-sci,cond-mat.str-el
 M. Orlita,cond-mat.mes-hall,cond-mat.mtrl-sci
 M. Ostrick,nucl-ex,hep-ph
 M. P. Blencowe,cond-mat.mtrl-sci,cond-mat.mes-hall
 M. P. Ledbetter,physics.atom-ph,physics.chem-ph
 M. P. Pato,physics.data-an,cond-mat.stat-mech
 M. P. Tosi,cond-mat.mes-hall,cond-mat.str-el
 M. Palutan,hep-ex,hep-ph
 M. Patel,astro-ph,hep-ph
 M. Patriarca,cond-mat.stat-mech,q-fin.ST
 M. Pietroni,astro-ph,hep-ph
 M. Poggio,cond-mat.other,cond-mat.mes-hall
 M. Pudlak,cond-mat.soft,cond-mat.mtrl-sci
 M. R. Bakhtiari,cond-mat.str-el,cond-mat.supr-con
 M. R. Lees,cond-mat.supr-con,cond-mat.other
 M. R. Pennington,hep-ph,hep-ex
 M. R. Schindler,nucl-th,hep-ph
 M. R. Zirnbauer,hep-th,math-ph
 M. Rauch,hep-ph,astro-ph
 M. Rencz,cond-mat.mtrl-sci,physics.gen-ph
 M. Rex,astro-ph,cond-mat.soft
 M. Reza Rahimi Tabar,cond-mat.mtrl-sci,physics.data-an
 M. Risse,astro-ph,hep-ph
 M. Robinson,hep-ex,astro-ph
 M. Rodriguez,astro-ph,cond-mat.mes-hall
 M. Roos,hep-ph,astro-ph
 M. Ruiz,math.KT,math.RA
 M. S. Fuhrer,cond-mat.mtrl-sci,cond-mat.other
 M. S. Hussein,physics.data-an,physics.atom-ph
 M. S. Santhanam,nlin.CD,q-fin.ST
 M. S. Sherwin,cond-mat.mtrl-sci,physics.optics
 M. S. Shur,cond-mat.mes-hall,cond-mat.other
 M. S. Wheatland,hep-ph,astro-ph
 M. Sadegh Movahed,astro-ph,cond-mat.stat-mech
 M. Santander,math-ph,quant-ph
 M. Sato,nucl-ex,hep-lat
 M. Sbragaglia,nlin.CG,physics.flu-dyn
 M. Schechter,cond-mat.str-el,cond-mat.dis-nn
 M. Schelke,astro-ph,hep-ph
 M. Schmitt,cs.OH,hep-ph
 M. Schreiber,cond-mat.str-el,cond-mat.other
 M. Schumann,hep-ph,nucl-ex
 M. Seki,cond-mat.mtrl-sci,astro-ph
 M. Selvi,hep-ex,astro-ph
 M. Shao,astro-ph,gr-qc
 M. Sharma,astro-ph,nucl-ex
 M. Shi,cond-mat.str-el,cond-mat.supr-con
 M. Shiratori,cond-mat.mtrl-sci,physics.gen-ph
 M. Sigalov,physics.class-ph,cond-mat.mtrl-sci
 M. Skopina,math-ph,math.CA
 M. Sorel,hep-ex,nucl-ex
 M. Sotona,nucl-th,nucl-ex
 M. Spaans,gr-qc,astro-ph
 M. Steinhauser,hep-ph,hep-lat
 M. Suzuki,cond-mat.mes-hall,astro-ph
 M. Swisdak,physics.plasm-ph,physics.space-ph
 M. T. Johnsson,quant-ph,cond-mat.other
 M. T. Portella-Oberli,cond-mat.str-el,cond-mat.mtrl-sci
 M. Takahashi,cond-mat.stat-mech,cond-mat.other
 M. Takano,cond-mat.str-el,cond-mat.supr-con
 M. Takita,astro-ph,cond-mat.mes-hall
 M. Teicher,math.SP,math.AG
 M. Thomson,physics.ins-det,astro-ph
 M. Thorwart,cond-mat.dis-nn,cond-mat.mes-hall
 M. Titov,cond-mat.mes-hall,physics.ins-det
 M. Torres,math.AP,cond-mat.mes-hall
 M. Traini,hep-ph,hep-lat
 M. Troyer,cond-mat.mes-hall,cond-mat.other
 M. U. Akhmet,q-bio.TO,nlin.CD
 M. Uzcategui,cs.CE,cs.DC
 M. V. Bondarko,math.AG,math.KT
 M. V. Garzelli,nucl-th,astro-ph
 M. V. Polyakov,hep-ph,hep-ex
 M. V. Romalis,physics.ins-det,physics.atom-ph
 M. V. Stoitsov,nucl-th,math-ph
 M. V. Zverev,nucl-th,cond-mat.str-el
 M. Valverde,hep-ph,nucl-th
 M. Vazquez,cond-mat.mtrl-sci,physics.ins-det
 M. Wakamatsu,hep-ph,nucl-ex
 M. Wang,hep-ph,cond-mat.supr-con
 M. Warusawithana,cond-mat.str-el,cond-mat.mtrl-sci
 M. Weber,nucl-ex,hep-ph
 M. Williams,astro-ph,cond-mat.mtrl-sci
 M. Xu,math.SG,math.PR
 M. Yashima,cond-mat.str-el,cond-mat.supr-con
 M. Yoshida,astro-ph,cond-mat.str-el
 M. Yu. Khlopov,hep-ph,astro-ph
 M. Z. Hasan,cond-mat.str-el,cond-mat.supr-con
 M. Zeppenfeld,physics.optics,physics.chem-ph
 M. Zgirski,cond-mat.supr-con,cond-mat.mes-hall
 M. Zhang,nucl-th,cond-mat.dis-nn
 M. Zhu,astro-ph,cond-mat.mtrl-sci
 M. de Llano,cond-mat.supr-con,cond-mat.stat-mech
 Madappa Prakash,hep-ph,nucl-th
 Mads Brandbyge,cond-mat.soft,cond-mat.mes-hall
 Mads T. Frandsen,hep-ph,hep-lat
 Magdalena Luz,hep-lat,hep-ph
 Mahan Mj,math.GT,math.GR
 Mahito Kohmoto,cond-mat.stat-mech,cond-mat.mes-hall
 Makito Oi,nucl-th,cond-mat.other
 Malcolm P. Kennett,cond-mat.dis-nn,cond-mat.supr-con
 Manan Vyas,quant-ph,cond-mat.other
 Mandip Singh,physics.atom-ph,quant-ph
 Manfred Bohn,q-bio.GN,cond-mat.soft
 Mannque Rho,nucl-th,hep-th
 Manuel Cebrian,cs.IT,cs.IR
 Manuel Lladser,math.CV,math.PR
 Manuel Saorin,math.RT,math.AG
 Mao-Pei Tsui,math.AP,math.DG
 Mao-Zhi Yang,hep-ex,hep-ph
 Marc Barthelemy,q-bio.OT,cs.NI
 Marc Levine,math.AG,math.KT
 Marc Mezard,cs.DS,cond-mat.stat-mech
 Marc Sorel,quant-ph,cond-mat.other
 Marc Timme,nlin.CD,cond-mat.dis-nn
 Marc Troyanov,math.CV,math.FA
 Marc-Thorsten Huett,q-bio.GN,q-bio.MN
 Marcel de Jeu,math.RA,math.OA
 Marcel den Nijs,q-bio.NC,cond-mat.stat-mech
 Marcelo Alves Pereira,physics.comp-ph,physics.soc-ph
 Marcelo Gleiser,nlin.AO,astro-ph
 Marcia C. Barbosa,cond-mat.stat-mech,cond-mat.soft
 Marcin Daszkiewicz,hep-th,math-ph
 Marco Battaglia,physics.ins-det,hep-ex
 Marco Laumanns,cs.DM,math.OC
 Marco Modugno,math.AC,math-ph
 Marco Roncadelli,hep-ph,astro-ph
 Marco Ruggieri,astro-ph,hep-ph
 Marco Zoli,cond-mat.stat-mech,cond-mat.mtrl-sci
 Marcos Rigol,cond-mat.stat-mech,cond-mat.str-el
 Marcus Bleicher,nucl-th,hep-ph
 Marcus Kaiser,q-bio.NC,physics.soc-ph
 Marek Czachor,quant-ph,cs.AI
 Marek Gazdzicki,nucl-th,nucl-ex
 Marek Karliner,hep-ph,hep-th
 Marek Kus,math-ph,quant-ph
 Marek Szydlowski,gr-qc,astro-ph
 Marek Zawadowski,math.CT,math.GT
 Margarita Garcia Perez,hep-ph,hep-lat
 Maria A. Avino-Diaz,math.DS,q-bio.GN
 Maria Fyta,physics.comp-ph,cond-mat.mtrl-sci
 Maria Pia Gualdani,math-ph,quant-ph
 Maria Werner,q-bio.MN,q-bio.SC
 Marian Anghel,nlin.CD,q-bio.BM
 Marian Boguna,cond-mat.dis-nn,physics.soc-ph
 Mariano Cadoni,hep-th,q-bio.BM
 Marieke Postma,hep-ph,hep-th
 Marija Zamaklar,hep-ph,hep-th
 Marin Soljacic,physics.atom-ph,physics.optics
 Mario Poirier,cond-mat.str-el,cond-mat.supr-con
 Marius Buliga,math.GR,math.FA
 Marius Junge,math.FA,math.OA
 Mariusz P. Dabrowski,astro-ph,hep-th
 Mark A. Miller,cond-mat.soft,cond-mat.stat-mech
 Mark A. Ragan,q-bio.PE,q-bio.GN
 Mark Agranovsky,math.CV,math.NA
 Mark B. Wise,hep-ph,astro-ph
 Mark Burgess,cs.LO,cs.SE
 Mark D. McDonnell,cond-mat.stat-mech,q-bio.NC
 Mark D. Stiles,cond-mat.mes-hall,cond-mat.mtrl-sci
 Mark E. Walker,math.AC,math.KT
 Mark G. Frei,physics.bio-ph,q-bio.NC
 Mark Gorenstein,nucl-th,hep-ph
 Mark Hindmarsh,hep-th,astro-ph
 Mark I. Stockman,cond-mat.dis-nn,physics.optics
 Mark J. van der Laan,stat.AP,math.ST
 Mark Owen,hep-ex,q-fin.PM
 Mark R. Dennis,astro-ph,cond-mat.other
 Mark S. Hybertsen,cond-mat.mes-hall,cond-mat.mtrl-sci
 Mark Shimozono,math.AG,math.CO
 Mark Trodden,hep-ph,astro-ph
 Mark van Schilfgaarde,cond-mat.mtrl-sci,cond-mat.str-el
 Marko A. Rodriguez,cs.DL,cs.AI
 Marko Moisio,math.CO,math.NT
 Markus Grassl,quant-ph,cs.IT
 Markus H. Thoma,hep-ph,physics.plasm-ph
 Markus Jalsenius,math.PR,math-ph
 Markus Mueller,cond-mat.str-el,hep-th
 Markus Porto,cond-mat.stat-mech,cond-mat.dis-nn
 Markus Q. Huber,hep-ph,hep-th
 Markus Reiss,math.ST,math.NA
 Markus Schweighofer,math.AC,math.OA
 Marshall Luban,physics.atm-clus,cond-mat.other
 Marten Wegkamp,math.ST,stat.ML
 Martijn Pistorius,math.PR,q-fin.PR
 Martin Dressel,cond-mat.str-el,cond-mat.dis-nn
 Martin E. Garcia,cond-mat.mtrl-sci,cond-mat.other
 Martin Goldstern,math.RA,math.OC
 Martin Hairer,math.PR,math-ph
 Martin Hendry,gr-qc,astro-ph
 Martin Karplus,cond-mat.soft,cond-mat.stat-mech
 Martin Loebl,math.CO,math.QA
 Martin Lorenz,math.QA,math.RA
 Martin Moeller,math.GT,math.AG
 Martin Nilsson Jacobi,math.PR,cond-mat.soft
 Martin Pelikan,cs.NE,cond-mat.dis-nn
 Martin S. Sloth,hep-ph,hep-th
 Martin W. Grunewald,hep-ph,hep-ex
 Martin W. Zwierlein,cond-mat.str-el,cond-mat.other
 Martin Weigt,cond-mat.stat-mech,physics.data-an
 Martin Z. Bazant,cond-mat.mtrl-sci,physics.flu-dyn
 Martin Ziegler,cs.DS,cs.CC
 Masaharu Isobe,cond-mat.stat-mech,cond-mat.soft
 Masahide Yamaguchi,hep-ph,astro-ph
 Masahiko Egami,math.OC,q-fin.PM
 Masahiko Yoshinaga,math.AC,math.AG
 Masahiro Kawasaki,hep-ph,astro-ph
 Masahiro Toiya,cond-mat.stat-mech,cond-mat.soft
 Masahito Hayashi,quant-ph,cs.IT
 Masaki Kashiwara,math.RT,math.QA
 Masao Iwamatsu,cond-mat.soft,cond-mat.mtrl-sci
 Masatake Ohashi,gr-qc,physics.ins-det
 Masato Minamitsuji,gr-qc,hep-th
 Masato Taki,hep-ph,hep-th
 Masoud Ardakani,cs.NI,cs.IT
 Masoud Yari,nlin.PS,math-ph
 Massimiliano Di Ventra,cond-mat.mes-hall,cond-mat.other
 Massimiliano Esposito,cond-mat.mes-hall,cond-mat.stat-mech
 Massimiliano Laddomada,cs.IT,cs.NI
 Massimiliano Zanin,cs.CY,q-fin.ST
 Matei Ripeanu,cs.DL,cs.DC
 Mathew D. Penrose,math.ST,math.PR
 Mathias Schulze,math.AC,math.AG
 Mathieu Stienon,math.DG,math.AT
 Matias Zaldarriaga,hep-th,astro-ph
 Matjaz Perc,q-bio.PE,physics.bio-ph
 Matt DeVos,math.CO,cs.DM
 Matt Visser,cond-mat.other,gr-qc
 Matteo Luca Ruggiero,gr-qc,astro-ph
 Matthew C. Stowe,physics.atom-ph,quant-ph
 Matthew Emerton,math.NT,math.RT
 Matthew Fayers,math.CO,math.RT
 Matthew G. Parker,quant-ph,math.CO
 Matthew Headrick,math.DG,hep-th
 Matthew J. Case,cond-mat.dis-nn,cond-mat.mes-hall
 Matthew Macauley,math.CO,math.DS
 Matthew P. A. Fisher,cond-mat.str-el,cond-mat.mes-hall
 Matthew Pitkin,gr-qc,astro-ph
 Matthew Thomson,q-bio.MN,astro-ph
 Matthias Beck,math.NT,cs.AR
 Matthias Kreck,math.AT,math.GT
 Matthias R. Brust,cs.NI,cs.CY
 Matthias Schröter,cond-mat.dis-nn,cond-mat.soft
 Matthias Steffen,quant-ph,astro-ph
 Matti Nykter,cs.IT,cond-mat.dis-nn
 Matvei Libine,math-ph,math.RT
 Maura Sassetti,cond-mat.mes-hall,quant-ph
 Mauricio D. Garay,math-ph,math.FA
 Mauricio Mondragon,gr-qc,physics.hist-ph
 Mauro Antezza,cond-mat.other,cond-mat.stat-mech
 Mauro Carfora,hep-th,math-ph
 Max Chaves,gr-qc,hep-th
 Mayeul Arminjon,physics.gen-ph,gr-qc
 Maziar Nekovee,cs.NI,physics.soc-ph
 Md. Nurujjaman,physics.plasm-ph,physics.med-ph
 Mehdi Nadjafikhah,math-ph,math.DG
 Mehran Kardar,physics.bio-ph,cond-mat.stat-mech
 Mehryar Mohri,cs.LG,cs.CC
 Meir Orenstein,physics.optics,cond-mat.mtrl-sci
 Merab Gogberashvili,gr-qc,hep-th
 Mesfin Asfaw,cond-mat.soft,cond-mat.stat-mech
 Metin Arik,gr-qc,hep-th
 Mi K. Hong,physics.bio-ph,cond-mat.other
 Mi Xie,quant-ph,cond-mat.stat-mech
 Michael A. Ivanov,physics.gen-ph,hep-th
 Michael Assaf,cond-mat.soft,q-bio.MN
 Michael C. Ogilvie,hep-th,hep-lat
 Michael Chertkov,cond-mat.stat-mech,physics.flu-dyn
 Michael Creutz,hep-lat,hep-ph
 Michael Dzierzawa,cond-mat.str-el,cond-mat.mes-hall
 Michael E. Wall,q-bio.MN,q-bio.BM
 Michael Elkin,math.NT,cs.CG
 Michael F. Hagan,cond-mat.stat-mech,q-bio.BM
 Michael Finkelberg,math.RT,math.AG
 Michael Fleischhauer,cond-mat.other,quant-ph
 Michael Flohr,math-ph,hep-th
 Michael Ghil,nlin.CD,physics.ao-ph
 Michael Hinczewski,cond-mat.stat-mech,cond-mat.dis-nn
 Michael J. Hartmann,cond-mat.str-el,quant-ph
 Michael J. Kurtz,cs.DL,astro-ph
 Michael J. Lawler,cond-mat.supr-con,cond-mat.str-el
 Michael J. Ramsey-Musolf,hep-ph,nucl-th
 Michael J. Thorpe,physics.atom-ph,physics.optics
 Michael Joswig,math.CO,math.MG
 Michael Joyce,astro-ph,cond-mat.stat-mech
 Michael Kunzinger,math.FA,math-ph
 Michael Köhl,cond-mat.stat-mech,cond-mat.str-el
 Michael L. Falk,cond-mat.mtrl-sci,cond-mat.stat-mech
 Michael Loss,math-ph,math.AP
 Michael Maziashvili,gr-qc,hep-th
 Michael McGuigan,math-ph,cs.GR
 Michael Munn,math.DG,math.NT
 Michael R. Peterson,cond-mat.mes-hall,cond-mat.str-el
 Michael Rauch,hep-ph,astro-ph
 Michael Ruzhansky,math.FA,math.AP
 Michael Sarrazin,hep-th,physics.optics
 Michael Schmitt,hep-ex,hep-ph
 Michael Schreiber,cond-mat.mes-hall,cond-mat.supr-con
 Michael Schürmann,math.FA,math.PR
 Michael Shapiro,math.AG,math.GR
 Michael Taylor,math.DG,astro-ph
 Michael Wolf,math.ST,math.DG
 Michael Woodroofe,math.ST,astro-ph
 Michael Zwolak,cond-mat.mes-hall,cond-mat.soft
 Michel O. Deville,physics.flu-dyn,cs.CE
 Michel Van den Bergh,math.CO,math.KT
 Michele Campisi,cond-mat.soft,cond-mat.stat-mech
 Michele Caselle,q-bio.GN,hep-lat
 Michele Fabrizio,cond-mat.supr-con,cond-mat.str-el
 Michele Grassi,math.DG,math.AG
 Michele Lazzeri,cond-mat.mtrl-sci,cond-mat.mes-hall
 Michele Leone,q-bio.QM,cond-mat.dis-nn
 Michele Levi,hep-th,gr-qc
 Miguel A. L. Marques,cond-mat.mtrl-sci,physics.chem-ph
 Miguel Angel Javaloyes,math.DG,gr-qc
 Miguel Ortega,gr-qc,math-ph
 Mihaela van der Schaar,cs.LG,cs.IT
 Mihai Boleantu,math.DS,math-ph
 Mihai Ciucu,math.CO,math-ph
 Mihai Ibanescu,quant-ph,physics.comp-ph
 Mihai Patrascu,cs.DS,math.NT
 Mikael C. Rechtsman,cond-mat.soft,cond-mat.mtrl-sci
 Mikael Vejdemo-Johansson,math.CO,math.AT
 Mike Sprinkle,cond-mat.mes-hall,cond-mat.mtrl-sci
 Mike Tian-Jian Jiang,cs.CL,cs.HC
 Mike West,stat.AP,stat.ME
 Mikhail D. Lukin,cond-mat.mes-hall,quant-ph
 Mikhail G. Katz,math.AT,math.DG
 Mikhail N. Smolyakov,gr-qc,hep-th
 Mikhail P. Solon,physics.flu-dyn,cond-mat.stat-mech
 Mikiya Masuda,math.AT,math.GT
 Mikko Mottonen,quant-ph,cond-mat.mes-hall
 Miklos Gyulassy,nucl-th,hep-ph
 Milos V. Lokajicek,physics.gen-ph,quant-ph
 Min Li,cs.OH,hep-lat
 Min-Chul Cha,cond-mat.stat-mech,cond-mat.str-el
 Min-Soo Kim,quant-ph,math.NT
 Ming Yuan,stat.ML,stat.AP
 Ming Zhao,physics.data-an,cond-mat.dis-nn
 Ming-chang Kang,math.AC,math.AG
 Mingxing Luo,hep-ph,astro-ph
 Mingyu Xu,math.PR,math.SG
 Minjeong Kim,math.NA,physics.ao-ph
 Mircea Mustata,math.AC,math.AG
 Mircea Puta,math.DS,math-ph
 Mireille Boutin,math.CO,cs.CV
 Miroslav Pardy,physics.class-ph,hep-ph
 Mirta B. Gordon,nlin.AO,physics.soc-ph
 Misao Sasaki,gr-qc,hep-th
 Misha Rudnev,math.CA,math.CO
 Mitsuru Sugimoto,math.FA,math.AP
 Moe Z. Win,quant-ph,cs.IT
 Mohamed Assad Abdel-Raouf,physics.atom-ph,physics.atm-clus
 Mohammad Hafezi,cond-mat.mes-hall,quant-ph
 Mohit Randeria,cond-mat.supr-con,cond-mat.other
 Moira I. Gresham,hep-ph,astro-ph
 Molin Liu,gr-qc,hep-th
 Mona Berciu,cond-mat.supr-con,cond-mat.dis-nn
 Morgan Sherman,math.AC,math.DG
 Morrel H. Cohen,q-bio.CB,cond-mat.other
 Moshe Goldstein,cond-mat.mes-hall,cond-mat.str-el
 Moshe Schwartz,cond-mat.dis-nn,cond-mat.stat-mech
 Moulay Rchid Sidi Ammi,math.AP,math.CA
 Mourad E. H. Ismail,math.CA,math-ph
 Mucio A. Continentino,cond-mat.str-el,cond-mat.supr-con
 Muhittin Mungan,cond-mat.mtrl-sci,physics.soc-ph
 Mun Dae Kim,cond-mat.mes-hall,cond-mat.supr-con
 Munehiro Nishida,quant-ph,cond-mat.supr-con
 Murad S. Taqqu,math-ph,math.ST
 Murielle Hsu,q-bio.NC,q-bio.QM
 Mutsumi Aoyagi,physics.comp-ph,cs.DC
 Muxin Han,gr-qc,quant-ph
 Myung-Sin Song,math.FA,cs.CE
 N. A. Bazhanov,hep-ex,nucl-ex
 N. Antonietti,quant-ph,physics.optics
 N. Aoki,cond-mat.mes-hall,cond-mat.str-el
 N. B. Ladygina,nucl-ex,nucl-th
 N. Bar-Gill,quant-ph,cond-mat.other
 N. Chenfour,cs.CL,cond-mat.other
 N. Ciccoli,math.QA,math.SG
 N. Crampe,math-ph,cond-mat.stat-mech
 N. D. Hari Dass,hep-th,hep-lat
 N. Davidson,quant-ph,cond-mat.other
 N. Djellali,physics.optics,nlin.CD
 N. Drichko,cond-mat.str-el,cond-mat.other
 N. E. Hussey,cond-mat.str-el,cond-mat.supr-con
 N. E. Mavromatos,astro-ph,hep-th
 N. F. Svaiter,quant-ph,hep-th
 N. García,cond-mat.str-el,cond-mat.mes-hall
 N. H. March,cond-mat.other,cond-mat.str-el
 N. Harrison,cond-mat.supr-con,cond-mat.str-el
 N. Iida,physics.acc-ph,physics.ins-det
 N. Irges,hep-ph,hep-th
 N. J. C. Spooner,hep-ex,astro-ph
 N. J. Nunes,astro-ph,hep-ph
 N. Khosravi,hep-ph,gr-qc
 N. Kobayashi,cond-mat.str-el,astro-ph
 N. Kumar,cond-mat.dis-nn,cond-mat.mes-hall
 N. L. Wang,cond-mat.str-el,cond-mat.supr-con
 N. Lazarides,cond-mat.mtrl-sci,cond-mat.supr-con
 N. M. R. Peres,cond-mat.mes-hall,cond-mat.mtrl-sci
 N. Manini,cond-mat.stat-mech,cond-mat.mtrl-sci
 N. Michel,nucl-th,math-ph
 N. Momono,cond-mat.str-el,cond-mat.supr-con
 N. Mulders,cond-mat.supr-con,cond-mat.dis-nn
 N. N. Lathiotakis,cond-mat.mtrl-sci,physics.chem-ph
 N. Nagaosa,cond-mat.supr-con,cond-mat.mes-hall
 N. Nakai,cond-mat.supr-con,astro-ph
 N. Nikitin,physics.flu-dyn,hep-ph
 N. Okada,hep-ph,astro-ph
 N. P. Armitage,cond-mat.supr-con,cond-mat.str-el
 N. Paul,math-ph,nucl-ex
 N. Piskunov,physics.ins-det,astro-ph
 N. Radicella,astro-ph,gr-qc
 N. Regnault,cond-mat.mes-hall,astro-ph
 N. Ruiz,cs.CE,cs.DC
 N. S. Borisov,hep-ex,nucl-ex
 N. S. Dalal,cond-mat.mes-hall,cond-mat.str-el
 N. S. Mankoc Borstnik,hep-ph,quant-ph
 N. S. Witte,math-ph,math.CA
 N. Saito,nucl-ex,hep-ex
 N. Santos,physics.med-ph,astro-ph
 N. Shitsevalova,cond-mat.str-el,cond-mat.mtrl-sci
 N. Skvorodnev,physics.ins-det,astro-ph
 N. T. Thuy,hep-ph,math.CT
 N. Takahashi,hep-ph,astro-ph
 N. Terada,cond-mat.mtrl-sci,cond-mat.str-el
 N. V. Prokof'ev,cond-mat.stat-mech,cond-mat.other
 N. Vandewalle,physics.flu-dyn,cond-mat.soft
 N. Voglis,astro-ph,nlin.CD
 N. W. Ashcroft,cond-mat.supr-con,cond-mat.other
 N. Xu,nucl-th,cond-mat.soft
 N. Yoneyama,cond-mat.str-el,cond-mat.supr-con
 N. Yu. Agafonova,hep-ex,astro-ph
 N. d'Ambrumenil,cond-mat.mes-hall,cond-mat.str-el
 Na Sai,cond-mat.mes-hall,cond-mat.mtrl-sci
 Nachi Gupta,math.OC,cs.CE
 Nachum Dershowitz,cs.CC,cs.LO
 Naichung Conan Leung,math.DG,math.SG
 Namiko Mitarai,q-bio.QM,cond-mat.stat-mech
 Nan Li,math.NT,astro-ph
 Nancy Marinelli,hep-ex,physics.data-an
 Nancy Sandler,cond-mat.mes-hall,cond-mat.str-el
 Naoki Kobayashi,quant-ph,math.PR
 Naomichi Hatano,cond-mat.mes-hall,cond-mat.str-el
 Naoya Enomoto,math.RT,math.QA
 Naoyuki Tateiwa,cond-mat.supr-con,cond-mat.str-el
 Narad Rampersad,cs.DM,cs.CC
 Narit Pidokrajt,hep-th,gr-qc
 Narutaka Ozawa,math.OA,math.FA
 Nassif Ghoussoub,math.AP,math.NA
 Natali Gulbahce,physics.soc-ph,cond-mat.dis-nn
 Natalya A. Zimbovskaya,cond-mat.mes-hall,cond-mat.mtrl-sci
 Nathan D. Price,cs.IT,cond-mat.dis-nn
 Nathan Geer,math.GT,math.QA
 Navin Kashyap,cs.DM,cs.IT
 Neda Ghofraniha,physics.optics,cond-mat.soft
 Neelima Gupte,nlin.CD,physics.soc-ph
 Neepa T. Maitra,cond-mat.mtrl-sci,cond-mat.other
 Neil F. Johnson,physics.soc-ph,cs.CE
 Nelly Litvak,cs.NI,math.PR
 Nelson R. F. Braga,physics.class-ph,hep-th
 Neophytos Neophytou,cond-mat.mes-hall,cond-mat.mtrl-sci
 Nicholas E. Singh-Miller,cond-mat.other,cond-mat.mtrl-sci
 Nicholas P. Bailey,cond-mat.mtrl-sci,cond-mat.soft
 Nicholas Pippenger,cs.CC,math.PR
 Nick Gill,math.GR,math.DS
 Nick Herbert,physics.gen-ph,quant-ph
 Nicola A. Spaldin,cond-mat.str-el,cond-mat.mtrl-sci
 Nicola Manini,cond-mat.mtrl-sci,physics.chem-ph
 Nicolas Fournier,math.PR,math.AP
 Nicolas Laflorencie,cond-mat.dis-nn,cond-mat.str-el
 Nicolas Le Bihan,math.RA,physics.optics
 Nicolas Lorente,cond-mat.mes-hall,cond-mat.mtrl-sci
 Nicolas M. Thiéry,math.RT,math.CO
 Nicolas Produit,gr-qc,astro-ph
 Nicolas Yunes,astro-ph,gr-qc
 Nicolau C. Saldanha,math.CA,math.FA
 Nicole El Karoui,math.PR,q-fin.RM
 Niels Asger Mortensen,physics.optics,physics.flu-dyn
 Niels Grønbech-Jensen,cond-mat.mtrl-sci,physics.comp-ph
 Nigel B. Wilding,cond-mat.soft,cond-mat.stat-mech
 Nigel G. Stocks,cond-mat.stat-mech,q-bio.NC
 Nigel Goldenfeld,nlin.PS,q-bio.PE
 Nigel R. Cooper,cond-mat.mes-hall,cond-mat.stat-mech
 Niklas Beisert,hep-th,nlin.SI
 Nikolai Nikolov,math.GM,math.CV
 Nikolaos Stergioulas,astro-ph,gr-qc
 Nikolay Prokof'ev,cond-mat.str-el,cond-mat.other
 Nikos Irges,hep-lat,hep-ph
