abslen_decile,avg_abslen,avg_versions
1,299.50502258147026,1.5498316462925394
2,506.9248414561508,1.5732104691496445
3,645.121642549315,1.5884236712098385
4,770.4645632598717,1.5931502049682913
5,895.1757086296906,1.6004204477768824
6,1018.8430153113065,1.5992502014645598
7,1147.7250481763078,1.6085315861392382
8,1295.1854069584108,1.6143162468028451
9,1477.522381836656,1.6028170001051119
10,1757.2011141866087,1.607956974177499
