author,cat_earliest,cat_latest
 A Kumar,cond-mat.mes-hall,cond-mat.mtrl-sci
 A Kundu,hep-th,gr-qc
 A L Owczarek,cond-mat.soft,cond-mat.stat-mech
 A L Urban,astro-ph.HE,astro-ph.IM
 A M Fedotov,physics.plasm-ph,hep-th
 A M Jayannavar,cond-mat.mes-hall,cond-mat.str-el
 A M S Macêdo,cond-mat.mes-hall,cond-mat.stat-mech
 A M Semikhatov,hep-th,math.QA
 A M Stoneham,cond-mat.other,q-bio.NC
 A Marcowith,astro-ph.HE,astro-ph.SR
 A Martinez,physics.med-ph,physics.acc-ph
 A Montecinos,hep-th,gr-qc
 A Movsisyan,nucl-ex,hep-ex
 A Mueller,astro-ph.HE,physics.atom-ph
 A Mutlu,math.AT,math.KT
 A Müller,astro-ph.EP,physics.atom-ph
 A Ortiz,nucl-ex,stat.ML
 A P Tonel,math-ph,cond-mat.quant-gas
 A Palacios,physics.atom-ph,astro-ph.SR
 A Paliathanasis,math-ph,math.AP
 A Pathak,cond-mat.mtrl-sci,quant-ph
 A Pele,physics.ins-det,astro-ph.IM
 A Pilloni,hep-ph,hep-ex
 A Pranav,cs.CY,cs.AI
 A Prasad,physics.gen-ph,astro-ph.CO
 A R Aithal,math.AP,math.DG
 A R Amani,gr-qc,hep-th
 A R Bishop,cond-mat.stat-mech,q-bio.BM
 A R Harikrishnan,cond-mat.soft,physics.flu-dyn
 A R Rajan,math.GR,math.CT
 A Raya,cond-mat.dis-nn,math-ph
 A Rechnitzer,cond-mat.stat-mech,cond-mat.soft
 A S Barabash,nucl-ex,physics.ins-det
 A S M Ahsan-Ul Haque,cs.LG,cs.MA
 A S M Jahid Hasan,eess.SY,cs.LG
 A S M Sharifuzzaman Sagar,cs.LG,cs.CV
 A S Schlachter,astro-ph.HE,physics.atom-ph
 A S Wills,cond-mat.dis-nn,cond-mat.str-el
 A Saha,astro-ph,gr-qc
 A Salinas,physics.ins-det,nucl-ex
 A Samuel Pottinger,cs.HC,cs.LG
 A Sen,physics.plasm-ph,physics.ins-det
 A Sharma,physics.comp-ph,physics.flu-dyn
 A Shukurov,q-bio.CB,q-bio.SC
 A Singh,physics.pop-ph,astro-ph.HE
 A Sreekumar,cs.CR,cs.SI
 A Staudte,physics.atom-ph,physics.chem-ph
 A Steppke,cond-mat.supr-con,cond-mat.str-el
 A Stuver,gr-qc,astro-ph.IM
 A Sudbery,math.RA,quant-ph
 A T M Anishur Rahman,cond-mat.mes-hall,physics.app-ph
 A T M Omor Faruq,cs.LG,econ.GN
 A Taormina,hep-th,math.QA
 A Taraphder,cond-mat.str-el,cond-mat.supr-con
 A Tarifeño-Saldivia,nucl-ex,physics.ins-det
 A Thamizhavel,cond-mat.supr-con,physics.optics
 A Thyagaraja,physics.plasm-ph,physics.flu-dyn
 A Tolamatti,astro-ph.GA,astro-ph.HE
 A Treves,cond-mat.dis-nn,astro-ph.HE
 A Unnikrishnan,cs.NI,cs.DM
 A V Subramanyam,cs.MM,cs.CV
 A V Turbiner,quant-ph,math-ph
 A V Vinogradov,physics.comp-ph,physics.class-ph
 A Vecchio,astro-ph.HE,astro-ph.IM
 A Vettoliere,cond-mat.supr-con,physics.med-ph
 A Vulpiani,cond-mat,cond-mat.stat-mech
 A W Rushforth,cond-mat.mes-hall,cond-mat.mtrl-sci
 A W Thomas,nucl-th,hep-ph
 A Widdowson,physics.ins-det,physics.chem-ph
 A Yamamoto,gr-qc,cond-mat.supr-con
 A Ynnerman,physics.plasm-ph,astro-ph.HE
 A Z Msezane,astro-ph,physics.atom-ph
 A de Ugarte Postigo,astro-ph,astro-ph.HE
 A-C. Davis,hep-ph,astro-ph.CO
 A-C. Le Bihan,hep-ex,physics.ins-det
 A-Hai Chen,cond-mat.str-el,cond-mat.quant-gas
 A-K. Schütz,hep-ex,nucl-ex
 A-Li Chen,cond-mat.mtrl-sci,physics.app-ph
 A-Long Jin,cs.CL,cs.DC
 A-M Lagrange,astro-ph,astro-ph.SR
 A-M. Lagrange,astro-ph,astro-ph.EP
 A-Ming Liu,math.AC,math.GR
 A-Ran Lyo,astro-ph,astro-ph.GA
 A-Rang Jang,cond-mat.mes-hall,physics.optics
 A-Xing Zhu,physics.soc-ph,cs.AI
 A. -A. Haghighirad,cond-mat.str-el,cond-mat.supr-con
 A. -B. A. Mohamed,cond-mat.supr-con,quant-ph
 A. -C. Clapson,gr-qc,astro-ph.HE
 A. -C. Davis,hep-ph,astro-ph.GA
 A. -C. Dippel,cond-mat.mtrl-sci,cond-mat.supr-con
 A. -C. Donea,astro-ph,astro-ph.SR
 A. -C. Eilers,astro-ph.SR,astro-ph.EP
 A. -C. Levasseur-Regourd,astro-ph.IM,astro-ph.EP
 A. -F. Mohamad-Hadi,physics.ins-det,astro-ph.IM
 A. -G. Paschke,physics.atom-ph,quant-ph
 A. -J. Boonstra,astro-ph.CO,astro-ph.IM
 A. -J. van Marle,astro-ph.GA,astro-ph.SR
 A. -K. Gallagher,math.CV,math.AP
 A. -K. Jappsen,cond-mat,astro-ph
 A. -K. Schmidt,physics.acc-ph,physics.plasm-ph
 A. -K. Schütz,physics.ins-det,hep-ex
 A. -L. Barabasi,physics.soc-ph,q-bio.MN
 A. -L. Barabási,physics.soc-ph,cond-mat.dis-nn
 A. -L. Barra,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. -L. Hartig,physics.ins-det,nucl-ex
 A. -L. Huat,astro-ph,astro-ph.SR
 A. -L. Lesage,astro-ph.IM,astro-ph.EP
 A. -L. Melchior,astro-ph,astro-ph.GA
 A. -L. Tsai,cond-mat.mtrl-sci,astro-ph.GA
 A. -M. Dare,cond-mat.str-el,cond-mat.mtrl-sci
 A. -M. Daré,cond-mat.str-el,cond-mat.mes-hall
 A. -M. Dumont,astro-ph,astro-ph.HE
 A. -M. Hubert,astro-ph,astro-ph.SR
 A. -M. Janotto,astro-ph.IM,astro-ph.SR
 A. -M. Lagrange,astro-ph,astro-ph.EP
 A. -M. Leventi-Peetz,cs.CR,cs.LG
 A. -M. Magnan,physics.ins-det,hep-ex
 A. -M. Mischler,hep-ph,hep-th
 A. -M. Uimonen,cond-mat.mtrl-sci,cond-mat.str-el
 A. -M. di Giorgio,astro-ph.GA,astro-ph.IM
 A. -N. Chené,astro-ph,astro-ph.SR
 A. -P. Bernardes,physics.ins-det,physics.acc-ph
 A. -P. Jauho,cond-mat,cond-mat.mes-hall
 A. -R. Lagos,math.FA,physics.soc-ph
 A. -R. Lyo,astro-ph.IM,astro-ph.GA
 A. -Ran Lyo,astro-ph.EP,astro-ph.GA
 A. -S. Bak Nielsen,astro-ph.HE,astro-ph.CO
 A. -S. Libert,nlin.CD,astro-ph.EP
 A. -S. Müller,hep-ex,physics.acc-ph
 A. -S. Sirvio,astro-ph.IM,astro-ph.CO
 A. -T. Nguyen,physics.atom-ph,astro-ph.SR
 A. -Y. Zhou,astro-ph,astro-ph.SR
 A. A Hujeirat,astro-ph.HE,gr-qc
 A. A. Abdelalim,hep-ex,hep-ph
 A. A. Abdo,astro-ph,astro-ph.CO
 A. A. Abdumalikov,cond-mat.other,quant-ph
 A. A. Aczel,cond-mat.supr-con,cond-mat.str-el
 A. A. Adamyan,quant-ph,cond-mat.mtrl-sci
 A. A. Agapov,astro-ph.CO,astro-ph.GA
 A. A. Aguilar-Arevalo,hep-ex,physics.ins-det
 A. A. Ahmetaj,astro-ph.HE,astro-ph.SR
 A. A. Akhtar,cond-mat.str-el,cond-mat.dis-nn
 A. A. Akinduko,stat.ML,stat.ME
 A. A. Akopian,astro-ph,stat.AP
 A. A. Al-Rubaiee,physics.gen-ph,astro-ph.HE
 A. A. Alexandrov,nucl-ex,cond-mat.stat-mech
 A. A. Aligia,cond-mat,cond-mat.str-el
 A. A. Ambily,math.AC,math.GR
 A. A. Andreev,physics.plasm-ph,cond-mat.mtrl-sci
 A. A. Araújo Filho,quant-ph,gr-qc
 A. A. Arkharov,astro-ph,astro-ph.HE
 A. A. Arutyunov,math.RA,math.AT
 A. A. B. Machado,physics.ins-det,hep-ex
 A. A. Bagrov,hep-th,quant-ph
 A. A. Baker,cond-mat.mtrl-sci,physics.acc-ph
 A. A. Balandin,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. Balinsky,math-ph,cs.LG
 A. A. Baty,nucl-ex,hep-ph
 A. A. Beilinson,math-ph,physics.gen-ph
 A. A. Belik,cond-mat.supr-con,cond-mat.mtrl-sci
 A. A. Belinski,astro-ph,astro-ph.EP
 A. A. Belinskii,astro-ph.SR,astro-ph.IM
 A. A. Belogorlov,cond-mat.dis-nn,cond-mat.soft
 A. A. Belov,hep-th,astro-ph.IM
 A. A. Belyaev,hep-ex,math.FA
 A. A. Belyanin,astro-ph,cond-mat.mes-hall
 A. A. Berlind,astro-ph.IM,astro-ph.CO
 A. A. Bhatti,gr-qc,hep-ph
 A. A. Birukov,cond-mat.dis-nn,cond-mat.soft
 A. A. Bobrov,cond-mat.mtrl-sci,physics.atom-ph
 A. A. Bobtsov,math.DS,eess.SY
 A. A. Bogdanov,nucl-ex,astro-ph.HE
 A. A. Borghardt,cond-mat.stat-mech,quant-ph
 A. A. Borisenko,math.MG,math.DG
 A. A. Borisov,cond-mat.str-el,astro-ph.IM
 A. A. Botvinko,astro-ph.IM,astro-ph.HE
 A. A. Breeveld,astro-ph,astro-ph.GA
 A. A. Breier,nucl-th,physics.atom-ph
 A. A. Buchnev,astro-ph,astro-ph.SR
 A. A. Burkov,cond-mat.supr-con,cond-mat.mes-hall
 A. A. Burlakov,cond-mat.supr-con,physics.gen-ph
 A. A. Bush,cond-mat.mtrl-sci,cond-mat.str-el
 A. A. Bykov,hep-ph,cond-mat.mes-hall
 A. A. C. de Almeida,physics.atom-ph,physics.optics
 A. A. Chabanov,cond-mat.dis-nn,physics.optics
 A. A. Chikov,cond-mat.stat-mech,cond-mat.quant-gas
 A. A. Chilikov,math.AG,cs.CR
 A. A. Chilingarian,astro-ph,physics.data-an
 A. A. Chiller,astro-ph.CO,physics.ins-det
 A. A. Christou,astro-ph,astro-ph.EP
 A. A. Chumak,physics.ins-det,quant-ph
 A. A. Cifuentes,physics.bio-ph,quant-ph
 A. A. Ciobanu,astro-ph.CO,astro-ph.HE
 A. A. Clerk,cond-mat.mes-hall,quant-ph
 A. A. Cole,astro-ph,astro-ph.EP
 A. A. Compagnino,astro-ph.HE,astro-ph.IM
 A. A. Costa,nlin.AO,cond-mat.soft
 A. A. Cowley,nucl-ex,nucl-th
 A. A. Cox,hep-ex,nucl-ex
 A. A. Danilenko,astro-ph.HE,cond-mat.mes-hall
 A. A. Davydov,math.AT,q-alg
 A. A. Demenev,cond-mat.other,physics.optics
 A. A. Derevschikov,hep-ex,nucl-ex
 A. A. Deshpande,astro-ph,astro-ph.GA
 A. A. Djupvik,astro-ph,astro-ph.SR
 A. A. Dobronosova,physics.app-ph,quant-ph
 A. A. Donkov,math-ph,quant-ph
 A. A. Doroshenko,astro-ph,astro-ph.HE
 A. A. Drobyshev,physics.ins-det,cond-mat.mes-hall
 A. A. Dubinov,physics.optics,physics.app-ph
 A. A. Durum,hep-ex,physics.acc-ph
 A. A. Elistratov,quant-ph,cond-mat.quant-gas
 A. A. Elyiv,astro-ph,astro-ph.GA
 A. A. Eremko,cond-mat.str-el,quant-ph
 A. A. Ermash,astro-ph,astro-ph.GA
 A. A. Ershov,astro-ph,physics.optics
 A. A. Esin,astro-ph,cond-mat.mes-hall
 A. A. Ezhov,quant-ph,physics.optics
 A. A. F. van de Ven,physics.flu-dyn,cond-mat.mtrl-sci
 A. A. Fadeeva,physics.ins-det,hep-ex
 A. A. Farajian,cond-mat.str-el,cond-mat.mtrl-sci
 A. A. Fedorova,astro-ph.EP,cond-mat.mtrl-sci
 A. A. Filin,nucl-th,hep-ph
 A. A. Fomin,physics.atom-ph,physics.optics
 A. A. Fraerman,cond-mat.str-el,cond-mat.other
 A. A. Fraisse,astro-ph.CO,astro-ph.GA
 A. A. Freeman,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. G. Cortines,q-fin.ST,physics.soc-ph
 A. A. Galal,hep-lat,hep-th
 A. A. Gelash,nlin.SI,nlin.PS
 A. A. Geraci,hep-ph,hep-ex
 A. A. Gippius,cond-mat.str-el,cond-mat.supr-con
 A. A. Glutsyuk,math.DS,math.CV
 A. A. Golubev,nucl-ex,hep-ex
 A. A. Golubtsova,nlin.SI,hep-th
 A. A. Gomes,cond-mat.supr-con,cond-mat.str-el
 A. A. Gonoskov,physics.atom-ph,physics.plasm-ph
 A. A. Goodman,astro-ph,astro-ph.IM
 A. A. Gorbatsevich,cond-mat.other,quant-ph
 A. A. Gorn,physics.acc-ph,physics.plasm-ph
 A. A. Grillo,hep-ex,physics.ins-det
 A. A. Grinyuk,hep-ph,astro-ph.HE
 A. A. Guda,cond-mat.mtrl-sci,cond-mat.str-el
 A. A. Gurinovich,physics.plasm-ph,nucl-th
 A. A. Gusev,quant-ph,physics.chem-ph
 A. A. Gvozdev,hep-ph,astro-ph
 A. A. Haghighirad,cond-mat.str-el,cond-mat.supr-con
 A. A. Hakobyan,astro-ph,astro-ph.EP
 A. A. Hecht,nucl-ex,physics.ins-det
 A. A. Henden,astro-ph,astro-ph.SR
 A. A. Hood,astro-ph.HE,nucl-ex
 A. A. Houck,cond-mat.mes-hall,quant-ph
 A. A. Hujeirat,math-ph,astro-ph.GA
 A. A. Husain,cond-mat.str-el,cond-mat.supr-con
 A. A. Iashvili,cond-mat.supr-con,cond-mat
 A. A. Ionin,physics.optics,physics.ao-ph
 A. A. Isayev,nucl-th,gr-qc
 A. A. Ivanov,astro-ph,astro-ph.HE
 A. A. Johansen,hep-th,hep-ph
 A. A. Kalinkin,quant-ph,physics.optics
 A. A. Kalyuzhnyi,math.QA,math.FA
 A. A. Kapustin,cond-mat.str-el,cond-mat.mes-hall
 A. A. Kartamyshev,nucl-ex,cond-mat.supr-con
 A. A. Katcin,physics.ins-det,hep-ex
 A. A. Kaurov,astro-ph.HE,astro-ph.IM
 A. A. Kaverzin,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. Kazakov,math.QA,math-ph
 A. A. Kazhymurat,math.DG,math.GT
 A. A. Kemp,physics.ins-det,astro-ph.HE
 A. A. Kepley,astro-ph,astro-ph.GA
 A. A. Khajetoorians,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. A. Khan,hep-lat,cs.NI
 A. A. Khomich,astro-ph.SR,cond-mat.mtrl-sci
 A. A. Khostovan,astro-ph.CO,astro-ph.GA
 A. A. Kilin,nlin.SI,math.DS
 A. A. Kirillov,hep-th,gr-qc
 A. A. Kirmani,cond-mat.quant-gas,cond-mat.str-el
 A. A. Klimenko,nucl-ex,physics.ins-det
 A. A. Klyachko,quant-ph,math.GR
 A. A. Klypin,astro-ph,astro-ph.GA
 A. A. Knizhnik,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. A. Kocharyan,astro-ph,astro-ph.GA
 A. A. Kokomov,astro-ph.SR,astro-ph.HE
 A. A. Kolomenskii,quant-ph,physics.optics
 A. A. Kolpakov,math-ph,physics.class-ph
 A. A. Komar,hep-ex,physics.ins-det
 A. A. Kondashov,hep-ex,hep-ph
 A. A. Konev,cs.CR,cs.SD
 A. A. Konovalenko,astro-ph,astro-ph.SR
 A. A. Konradov,physics.gen-ph,hep-ex
 A. A. Kopasov,cond-mat.mes-hall,cond-mat.supr-con
 A. A. Korepanova,quant-ph,math-ph
 A. A. Korneev,cond-mat.supr-con,quant-ph
 A. A. Kotov,nucl-ex,physics.atom-ph
 A. A. Koulakov,q-bio.NC,cond-mat
 A. A. Kovalev,cond-mat.str-el,cond-mat.mes-hall
 A. A. Krasikov,cond-mat.str-el,cond-mat.mtrl-sci
 A. A. Krasnov,physics.acc-ph,hep-ex
 A. A. Krokhin,cond-mat.mtrl-sci,physics.flu-dyn
 A. A. Kuchmizhak,physics.optics,physics.app-ph
 A. A. Kudryashova,astro-ph.HE,astro-ph.GA
 A. A. Kudryavtsev,cond-mat.mes-hall,physics.plasm-ph
 A. A. Kulichenko,cond-mat.stat-mech,q-bio.QM
 A. A. Kuliev,nucl-th,nucl-ex
 A. A. Kutsenko,math-ph,math.CA
 A. A. Kuzmin,physics.ins-det,physics.plasm-ph
 A. A. Kuznetsov,hep-ex,physics.plasm-ph
 A. A. Kuznetsova,quant-ph,nucl-ex
 A. A. Kwiatkowski,nucl-th,nucl-ex
 A. A. Kyasov,cond-mat.other,cond-mat.mes-hall
 A. A. Kytmanov,cs.CG,stat.AP
 A. A. Kyuberis,physics.chem-ph,physics.atom-ph
 A. A. Lagutin,astro-ph,astro-ph.HE
 A. A. Lanotte,astro-ph.EP,astro-ph.IM
 A. A. Lavrinovich,cond-mat.mtrl-sci,cond-mat.supr-con
 A. A. Lebedev,cond-mat.mtrl-sci,gr-qc
 A. A. Leonov,cond-mat.str-el,astro-ph.HE
 A. A. Likhachev,cond-mat.dis-nn,cond-mat.mtrl-sci
 A. A. Lima,gr-qc,hep-th
 A. A. Lipovskii,cond-mat.mes-hall,physics.optics
 A. A. Lisboa de Souza,nlin.PS,physics.app-ph
 A. A. Lisyansky,cond-mat.dis-nn,physics.optics
 A. A. Lopatin,math.RA,math.RT
 A. A. Lopes,cond-mat.str-el,cond-mat.mes-hall
 A. A. Lundgren,astro-ph,astro-ph.HE
 A. A. Lutman,physics.data-an,physics.chem-ph
 A. A. Lutovinov,astro-ph,astro-ph.HE
 A. A. Lyogenkaya,cond-mat.supr-con,cond-mat.str-el
 A. A. Machado,hep-ph,hep-ex
 A. A. Mahabal,astro-ph,astro-ph.GA
 A. A. Maier,hep-ex,physics.ins-det
 A. A. Mailybaev,math-ph,physics.flu-dyn
 A. A. Maizlakh,cond-mat.str-el,cond-mat.mtrl-sci
 A. A. Makarov,physics.atom-ph,quant-ph
 A. A. Makhnev,cond-mat,math.CO
 A. A. Maksimov,cond-mat,cond-mat.mes-hall
 A. A. Mamonau,physics.acc-ph,physics.optics
 A. A. Maradudin,cond-mat.dis-nn,physics.optics
 A. A. Marino,gr-qc,astro-ph
 A. A. Markov,hep-ex,cond-mat.str-el
 A. A. Martin,q-bio.TO,cond-mat.supr-con
 A. A. Martynov,hep-ph,physics.ins-det
 A. A. Masoudi,cond-mat,gr-qc
 A. A. Maznev,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. Menovsky,cond-mat.str-el,cond-mat.supr-con
 A. A. Michailidis,cond-mat.quant-gas,quant-ph
 A. A. Migdal,hep-th,hep-lat
 A. A. Mihajlov,physics.plasm-ph,astro-ph.SR
 A. A. Miller,astro-ph,astro-ph.HE
 A. A. Milner,quant-ph,physics.chem-ph
 A. A. Minakov,astro-ph,cond-mat.mtrl-sci
 A. A. Minnekhanov,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. Minzoni,math-ph,physics.flu-dyn
 A. A. Mironovich,astro-ph,cond-mat.str-el
 A. A. Moiseev,astro-ph,astro-ph.HE
 A. A. Moreira,cond-mat.stat-mech,physics.med-ph
 A. A. Morgan,physics.atom-ph,quant-ph
 A. A. Moshkin,hep-ph,physics.ins-det
 A. A. Muench,astro-ph,astro-ph.GA
 A. A. Mukhin,cond-mat.str-el,astro-ph.HE
 A. A. Murach,math.FA,math.AP
 A. A. Murashov,cond-mat.mtrl-sci,physics.app-ph
 A. A. Murthy,physics.app-ph,cond-mat.other
 A. A. Nateprov,cond-mat.str-el,cond-mat.mes-hall
 A. A. Nepomnyashchy,nlin.PS,math.AP
 A. A. Nepomuceno,hep-ex,hep-ph
 A. A. Nikiforova,astro-ph.SR,astro-ph.HE
 A. A. Nikolaev,cond-mat.str-el,hep-lat
 A. A. Nikulin,cond-mat.other,eess.SY
 A. A. Norton,astro-ph,astro-ph.SR
 A. A. Novoselov,hep-ph,cond-mat.str-el
 A. A. Nozik,hep-ex,physics.ins-det
 A. A. Nucita,astro-ph,astro-ph.GA
 A. A. Nugroho,cond-mat.str-el,physics.comp-ph
 A. A. Ogloblin,nucl-th,nucl-ex
 A. A. Omrani,cond-mat.supr-con,cond-mat.mtrl-sci
 A. A. Opoku,math.PR,math-ph
 A. A. Orlov,physics.med-ph,physics.optics
 A. A. Oshemkov,math.DG,math.DS
 A. A. Osipov,hep-ph,hep-ex
 A. A. Osiptsov,eess.SY,physics.flu-dyn
 A. A. Osypov,q-bio.BM,physics.bio-ph
 A. A. P. Trichet,cond-mat.mtrl-sci,physics.optics
 A. A. Pamyatnykh,astro-ph,astro-ph.SR
 A. A. Panferov,astro-ph,astro-ph.SR
 A. A. Parizzi,physics.ins-det,cond-mat.mtrl-sci
 A. A. Pasa,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. Pasternak,nucl-ex,nucl-th
 A. A. Patel,cond-mat.mes-hall,astro-ph.GA
 A. A. Pavlov,math.OA,cond-mat.mes-hall
 A. A. Pavlyuk,nucl-ex,physics.ins-det
 A. A. Penckwitt,cond-mat.soft,cond-mat
 A. A. Perov,cond-mat.mes-hall,quant-ph
 A. A. Pervishko,cond-mat.mes-hall,quant-ph
 A. A. Petrov,hep-ph,nucl-ex
 A. A. Petrukhin,astro-ph,astro-ph.HE
 A. A. Petrukovich,physics.plasm-ph,astro-ph.HE
 A. A. Pinto,math.DS,q-fin.PM
 A. A. Pishchimova,physics.atom-ph,quant-ph
 A. A. Piskun,physics.ins-det,hep-ex
 A. A. Plazas Malagon,astro-ph.CO,astro-ph.GA
 A. A. Poblaguev,hep-ex,hep-ph
 A. A. Podlesnyak,cond-mat.other,cond-mat.str-el
 A. A. Pomeransky,quant-ph,gr-qc
 A. A. Popov,gr-qc,physics.ins-det
 A. A. Prikhod'ko,cs.IT,math.DS
 A. A. Pronin,cond-mat.str-el,cond-mat.soft
 A. A. Pukhov,cond-mat.mtrl-sci,quant-ph
 A. A. Quiroga,physics.ins-det,hep-ph
 A. A. Quivy,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. R. Valcarce,astro-ph.GA,astro-ph.SR
 A. A. R. Watt,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. Radu,nucl-th,astro-ph.HE
 A. A. Rajabi,quant-ph,nucl-th
 A. A. Rieznik,physics.optics,nlin.PS
 A. A. Rodionov,nucl-ex,cond-mat.str-el
 A. A. Roenko,physics.atom-ph,hep-lat
 A. A. Rosly,hep-th,math.QA
 A. A. Rostami,cond-mat.supr-con,cond-mat.mes-hall
 A. A. Rostovtsev,astro-ph,hep-ph
 A. A. Rudenko,physics.optics,cond-mat.mtrl-sci
 A. A. Rukhadze,cond-mat.stat-mech,physics.plasm-ph
 A. A. Rybkina,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. A. S. Amad,math.AP,hep-ex
 A. A. S. Gulbis,astro-ph,astro-ph.EP
 A. A. S. Kalaee,cond-mat.quant-gas,physics.optics
 A. A. Saberi,physics.data-an,cond-mat.stat-mech
 A. A. Sahakyan,cond-mat.supr-con,math.ST
 A. A. Saraev,cond-mat.mes-hall,physics.app-ph
 A. A. Savchenko,hep-ex,physics.ins-det
 A. A. Savchenkov,physics.optics,quant-ph
 A. A. Schaeffer Fry,math.GR,math.RT
 A. A. Schafgans,cond-mat.str-el,cond-mat.mes-hall
 A. A. Schegerer,astro-ph,astro-ph.SR
 A. A. Schekochihin,astro-ph,physics.plasm-ph
 A. A. Schmidt,astro-ph,cond-mat
 A. A. Semak,nucl-ex,hep-ex
 A. A. Sen,astro-ph,gr-qc
 A. A. Seredkina,astro-ph.GA,astro-ph.EP
 A. A. Serga,nlin.PS,cond-mat.mes-hall
 A. A. Shaker,gr-qc,astro-ph.EP
 A. A. Shanenko,cond-mat.stat-mech,cond-mat.supr-con
 A. A. Shavrin,hep-ph,hep-ex
 A. A. Sherstobitov,cond-mat,cond-mat.mes-hall
 A. A. Shiryaev,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. A. Shkalikov,math.FA,math.SP
 A. A. Shklyaev,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. A. Shlyapnikov,astro-ph.IM,astro-ph.SR
 A. A. Shtygashev,cond-mat.mes-hall,quant-ph
 A. A. Sidorov,nucl-ex,cs.HC
 A. A. Silaev,astro-ph.HE,physics.optics
 A. A. Simon,astro-ph.SR,astro-ph.IM
 A. A. Simon-Miller,astro-ph,astro-ph.EP
 A. A. Sirenko,cond-mat.mes-hall,cond-mat.str-el
 A. A. Sitnikova,cond-mat.mtrl-sci,physics.optics
 A. A. Skorupski,physics.plasm-ph,physics.optics
 A. A. Slavnov,hep-lat,hep-th
 A. A. Slobodchikov,cond-mat.supr-con,cond-mat.str-el
 A. A. Slutskin,cond-mat.dis-nn,cond-mat.stat-mech
 A. A. Smagina,astro-ph.HE,cs.CV
 A. A. Smirnov,gr-qc,astro-ph.GA
 A. A. Smirnova,astro-ph,astro-ph.GA
 A. A. Smolnikov,nucl-ex,physics.ins-det
 A. A. Snarskii,cs.CL,physics.soc-ph
 A. A. Snesarev,hep-ex,physics.ins-det
 A. A. Sokolik,cond-mat.str-el,cond-mat.mtrl-sci
 A. A. Sokolov,hep-ex,hep-ph
 A. A. Sokolova,cond-mat.mes-hall,quant-ph
 A. A. Sokolsky,physics.flu-dyn,quant-ph
 A. A. Solnyshkin,nucl-th,nucl-ex
 A. A. Solodkov,hep-ex,physics.ins-det
 A. A. Solovev,astro-ph.SR,physics.app-ph
 A. A. Soloviev,quant-ph,physics.plasm-ph
 A. A. Soluyanov,cond-mat.mtrl-sci,cond-mat.str-el
 A. A. Sonzogni,nucl-th,nucl-ex
 A. A. Soroka,cond-mat.supr-con,cond-mat.quant-gas
 A. A. Sousa,gr-qc,cond-mat.mes-hall
 A. A. Spiridonov,hep-ex,astro-ph.IM
 A. A. Squitieri,cond-mat.supr-con,physics.plasm-ph
 A. A. Stabile,cond-mat.mes-hall,quant-ph
 A. A. Stahlhofen,math-ph,physics.class-ph
 A. A. Stanislavsky,quant-ph,astro-ph.SR
 A. A. Stanislavskyy,astro-ph,astro-ph.SR
 A. A. Stark,astro-ph,astro-ph.CO
 A. A. Starobinsky,astro-ph,astro-ph.GA
 A. A. Stefanov,cond-mat.supr-con,nlin.SI
 A. A. Stepanenko,cond-mat.str-el,physics.plasm-ph
 A. A. Stolin,math.RA,math.QA
 A. A. Strakhov,quant-ph,math-ph
 A. A. Sukhanov,cond-mat.supr-con,physics.app-ph
 A. A. Sukhorukov,nlin.PS,nlin.SI
 A. A. Suzko,cond-mat.mes-hall,quant-ph
 A. A. Svidzinsky,cond-mat.supr-con,quant-ph
 A. A. Sysolyatin,cond-mat.mtrl-sci,physics.optics
 A. A. Taskin,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. Tatarnikov,astro-ph.GA,astro-ph.SR
 A. A. Tatarnikova,astro-ph,astro-ph.SR
 A. A. Tateishi,physics.data-an,cond-mat.stat-mech
 A. A. Terekhin,nucl-ex,hep-ex
 A. A. Thoul,astro-ph,astro-ph.SR
 A. A. Timopheev,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. A. Tishchenko,physics.acc-ph,physics.optics
 A. A. Titov,cond-mat.supr-con,math.OC
 A. A. Tokareva,hep-ph,astro-ph.HE
 A. A. Tonkikh,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. Toropov,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. A. Tronov,cond-mat.mtrl-sci,math.CA
 A. A. Tsirlin,cond-mat.str-el,cond-mat.mtrl-sci
 A. A. Tsvetkov,cond-mat.mes-hall,cond-mat.supr-con
 A. A. Tulapurkar,cond-mat,cond-mat.mes-hall
 A. A. Turrini,cond-mat.stat-mech,cond-mat.str-el
 A. A. Tursunov,math-ph,physics.geo-ph
