author,first_year,last_year,active_span_years,paper_count
 K. Smith,2007,2025,18,317
 P. Rosati,2007,2025,18,317
 T. Montaruli,2007,2025,18,317
 G. Micela,2007,2025,18,316
 J. Bland-Hawthorn,2007,2025,18,316
 L. A. Antonelli,2007,2025,18,316
 S. Bardelli,2007,2025,18,316
 Antoni Szczurek,2007,2025,18,316
 T. Saito,2007,2025,18,315
 X. J. Wang,2007,2025,18,314
 Douglas Scott,2007,2025,18,314
 T. Takahashi,2007,2025,18,314
 S. R. Klein,2007,2025,18,314
 V. I. Yukalov,2007,2025,18,313
 P. J. Marshall,2007,2025,18,313
 Daniel Huber,2007,2025,18,313
 O. Ilbert,2007,2025,18,313
 H. Xu,2007,2025,18,313
 T. R. Marsh,2007,2025,18,312
 Merouane Debbah,2007,2025,18,311
 Li Yang,2007,2025,18,311
 D. Lutz,2007,2025,18,311
 S. Jia,2007,2025,18,311
 Shu Zhang,2007,2025,18,311
 P. Li,2007,2025,18,310
 Yu Gao,2007,2025,18,310
 D. Minniti,2007,2025,18,309
 D. L. Clements,2007,2025,18,309
 A. Renzini,2007,2025,18,308
 Y. Fan,2007,2025,18,308
 Jun He,2007,2025,18,308
 Xiaofeng Wang,2007,2025,18,308
 H. Chen,2007,2025,18,308
 Xiaodong Xu,2007,2025,18,308
 Tommaso Treu,2007,2025,18,307
 S. Sato,2007,2025,18,306
 Dong Liu,2007,2025,18,306
 Qiang Wang,2007,2025,18,305
 B. Keimer,2007,2025,18,305
 C. Henkel,2007,2025,18,305
 Sergei D. Odintsov,2007,2025,18,305
 D. Seckel,2007,2025,18,305
 A. H. MacDonald,2007,2025,18,305
 L. Wen,2007,2025,18,305
 J. Cernicharo,2007,2025,18,304
 D. Thomas,2007,2025,18,304
 I. Ribas,2007,2025,18,304
 D. Stern,2007,2025,18,304
 K. Nakamura,2007,2025,18,304
 M. Salvato,2007,2025,18,303
 H. J. Kim,2007,2025,18,303
 A. Collier Cameron,2007,2025,18,303
 E. Bertin,2007,2025,18,302
 Jeroen van den Brink,2007,2025,18,302
 B. Garilli,2007,2025,18,302
 S. Johnston,2007,2025,18,302
 S. K. Solanki,2007,2025,18,302
 J. McCarthy,2007,2025,18,302
 S. Chattopadhyay,2007,2025,18,302
 L. Douglas,2007,2025,18,302
 Rosario Fazio,2007,2025,18,302
 Osvaldo Simeone,2007,2025,18,301
 G. Polenta,2007,2025,18,301
 Wei Zhu,2007,2025,18,301
 M. Gillon,2007,2025,18,301
 R. Ayad,2007,2025,18,300
 Lei Zhu,2007,2025,18,300
 Geraint F. Lewis,2007,2025,18,300
 Yuan Yao,2007,2025,18,300
 J. H. Kim,2007,2025,18,299
  Belle Collaboration,2007,2025,18,299
 T. Schmelzer,2007,2025,18,299
 Tao Han,2007,2025,18,299
 Karl Jansen,2007,2025,18,299
 Y. Suzuki,2007,2025,18,299
 C. S. Kochanek,2007,2025,18,299
 Shi-Lin Zhu,2007,2025,18,298
 G. Russo,2007,2025,18,298
 Masamune Oguri,2007,2025,18,298
 J. W. F. Valle,2007,2025,18,298
 S. Kumar,2007,2025,18,298
 F. Giordano,2007,2025,18,297
 Hong Zhang,2007,2025,18,297
 Nicolas Gisin,2007,2025,18,297
 A. Fontana,2007,2025,18,297
 A. Lazarian,2007,2025,18,297
 S. L. Bud'ko,2007,2025,18,297
 Nathan Smith,2007,2025,18,296
 Y. H. Wang,2007,2025,18,296
 A. M. Koekemoer,2007,2025,18,296
 S. BenZvi,2007,2025,18,296
 X. Q. Li,2007,2025,18,296
 C. Burigana,2007,2025,18,296
 Tsvi Piran,2007,2025,18,296
 Liang Jiang,2007,2025,18,296
 S. Bose,2007,2025,18,295
 Yuan Wang,2007,2025,18,295
 Y. J. Kim,2007,2025,18,295
 A. Chernov,2007,2025,18,294
 Z. B. Li,2007,2025,18,294
 J. P. U. Fynbo,2007,2025,18,294
 S. Heinemeyer,2007,2025,18,294
 K. Yamamoto,2007,2025,18,294
 P. Chen,2007,2025,18,293
 G. Bonvicini,2007,2025,18,293
 C. Reichhardt,2007,2025,18,293
 A. Comastri,2007,2025,18,293
 Y. Matsuda,2007,2025,18,293
 Yue Liu,2007,2025,18,293
 E. Zucca,2007,2025,18,292
 Christopher J. Conselice,2007,2025,18,292
 X. C. Xie,2007,2025,18,292
 Shlomo Havlin,2007,2025,18,292
 C. N. Pope,2007,2025,18,292
 Yu-Xiao Liu,2007,2025,18,292
 Y. Niu,2007,2025,18,292
 Yun Wang,2007,2025,18,292
 Shuo Yang,2007,2025,18,292
 Keisuke Fujii,2007,2025,18,291
 S. Mathur,2007,2025,18,291
 Benny Sudakov,2007,2025,18,291
 Yu Tian,2007,2025,18,291
 H. Falcke,2007,2025,18,291
 C. Baccigalupi,2007,2025,18,291
 Zhaoyang Zhang,2007,2025,18,291
 F. Zhang,2007,2025,18,291
 Y. Kato,2007,2025,18,290
 L. Testi,2007,2025,18,289
 S. Pardi,2007,2025,18,289
 Tao Yu,2007,2025,18,289
 Jian Chen,2007,2025,18,289
 Shuguang Cui,2007,2025,18,288
 Tao Jiang,2007,2025,18,288
 K. Tollefson,2007,2025,18,288
 T. Suzuki,2007,2025,18,288
 C. Yang,2007,2025,18,288
 G. Schierholz,2007,2025,18,287
 J. Sollerman,2007,2025,18,287
 V. Paolone,2007,2025,18,287
 Mikhail D. Lukin,2007,2025,18,287
 J. Hjorth,2007,2025,18,287
 Vittorio Giovannetti,2007,2025,18,286
 V. Müller,2007,2025,18,286
 Q. Zhang,2007,2025,18,286
 J. Ignacio Cirac,2007,2025,18,286
 E. Gaztanaga,2007,2025,18,285
 Michael A. Strauss,2007,2025,18,285
 J. Greiner,2007,2025,18,285
 Bo-Qiang Ma,2007,2025,18,285
 Andrew Gould,2007,2025,18,285
 A. Taranenko,2007,2025,18,285
 K. Sun,2007,2025,18,284
 A. Sozzetti,2007,2025,18,284
 P. Kumar,2007,2025,18,284
 M. S. Kim,2007,2025,18,283
 P. L. Krapivsky,2007,2025,18,283
 T. Kobayashi,2007,2025,18,283
 D. Ryckbosch,2007,2025,18,283
 Yan Xu,2007,2025,18,283
 Y. Takeuchi,2007,2025,18,283
 V. Rodin,2007,2025,18,282
 R. Michael Rich,2007,2025,18,282
 Jiliang Jing,2007,2025,18,282
 Hartmut Löwen,2007,2025,18,282
 S. Lee,2007,2025,18,281
 D. Bazeia,2007,2025,18,281
 H. Aussel,2007,2025,18,281
 Feng Chen,2007,2025,18,281
 Misao Sasaki,2007,2025,18,281
 Bing Wang,2007,2025,18,281
 M. Kuemmel,2007,2025,18,281
 C. W. J. Beenakker,2007,2025,18,281
 S. Yamada,2007,2025,18,281
 Tao Huang,2007,2025,18,281
 P. Fosalba,2007,2025,18,280
 A. Amato,2007,2025,18,280
 Vlatko Vedral,2007,2025,18,280
 S. Fegan,2007,2025,18,280
 Lorenzo Iorio,2007,2025,18,280
 Masahito Hayashi,2007,2025,18,280
 I. Taboada,2007,2025,18,279
 Zhenyu Zhang,2007,2025,18,279
 K. Ulaczyk,2007,2025,18,279
 G. E. Volovik,2007,2025,18,279
 C. P. Sun,2007,2025,18,279
 Giorgio Parisi,2007,2025,18,279
 V. Volkov,2007,2025,18,279
 Nobuchika Okada,2007,2025,18,278
 Tatsuo Kobayashi,2007,2025,18,278
 F. Jiang,2007,2025,18,278
 M. Ackermann,2007,2025,18,278
 J. D. Thompson,2007,2025,18,278
 Shinji Mukohyama,2007,2025,18,278
 Ying Liu,2007,2025,18,278
 Masahito Ueda,2007,2025,18,278
 Lei Shi,2007,2025,18,277
 J. L. Marshall,2007,2025,18,277
 A. Nandi,2007,2025,18,277
 A. Vecchio,2007,2025,18,277
 Bo Zhao,2007,2025,18,277
 M. Castellano,2007,2025,18,276
 Ewine F. van Dishoeck,2007,2025,18,276
 Marc Kamionkowski,2007,2025,18,276
 M. J. Hardcastle,2007,2025,18,276
 P. Szczypka,2007,2025,18,275
 David Charbonneau,2007,2025,18,275
 Philipp Werner,2007,2025,18,275
 X. R. Wang,2007,2025,18,275
 Cosimo Bambi,2007,2025,18,274
 A. Possenti,2007,2025,18,274
 X. Qian,2007,2025,18,274
 V. Mangano,2007,2025,18,274
 C. J. A. P. Martins,2007,2025,18,274
 Jun Hu,2007,2025,18,274
 X. Q. Yan,2007,2025,18,273
 V. Chekelian,2007,2025,18,273
 Maarten de Rijke,2007,2025,18,273
 M. Frailis,2007,2025,18,273
 S. Bianchi,2007,2025,18,273
 M. Finger,2007,2025,18,273
 Matteo G. A. Paris,2007,2025,18,273
 Bin Zhang,2007,2025,18,273
 Fei Liu,2007,2025,18,272
 Rachel S. Somerville,2007,2025,18,272
 Eva Schinnerer,2007,2025,18,272
 K. Suzuki,2007,2025,18,272
 Sennur Ulukus,2007,2025,18,272
 Taekyun Kim,2007,2025,18,272
 B. Andrei Bernevig,2007,2025,18,272
 P. Branchini,2007,2025,18,272
 H. Ruiz,2007,2025,18,272
 David H. Weinberg,2007,2025,18,272
 Pengcheng Dai,2007,2025,18,271
 C. Liang,2007,2025,18,271
 Jun Yan,2007,2025,18,271
 F. Finelli,2007,2025,18,271
 J. J. Bock,2007,2025,18,271
 D. Vergani,2007,2025,18,271
 Ming Gong,2007,2025,18,270
 X. Tang,2007,2025,18,270
 Karl Glazebrook,2007,2025,18,270
 Yaroslav V. Kartashov,2007,2025,18,270
 A. V. Filippenko,2007,2025,18,270
 Jiangping Hu,2007,2025,18,270
 Yuval Peres,2007,2025,18,270
 Anupam Mazumdar,2007,2025,18,269
 Peng Cheng,2007,2025,18,269
 A. J. Banday,2007,2025,18,269
 D. Pollacco,2007,2025,18,269
 F. J. Castander,2007,2025,18,269
 D. Berley,2007,2025,18,269
 Sergei V. Kalinin,2007,2025,18,269
 Hong Li,2007,2025,18,269
 S. Desidera,2007,2025,18,269
